"-4","98","-69","-5","9","-13","32","100","-81","-183","-95","-149","standingup"
"-5","95","-69","-1","11","-11","34","102","-80","-184","-95","-148","standingup"
"-8","90","-75","-3","4","-13","35","105","-76","-182","-92","-143","standingup"
"-6","97","-87","-9","5","-11","34","101","-77","-180","-94","-141","standingup"
"-8","111","-131","-12","11","-14","35","109","-78","-204","-90","-147","standingup"
"-4","112","-137","20","56","-30","23","106","-79","-268","-69","-161","standingup"
"-7","111","-144","13","57","-35","23","104","-76","-236","-80","-160","standingup"
"-6","94","-125","-7","66","-53","22","106","-70","-233","-86","-164","standingup"
"-9","96","-123","6","76","-71","24","102","-71","-228","-102","-167","standingup"
"-8","88","-99","2","83","-86","36","102","-67","-211","-103","-161","standingup"
"-10","94","-88","7","90","-99","42","98","-67","-197","-102","-158","standingup"
"-11","96","-79","11","90","-113","50","100","-62","-186","-90","-151","standingup"
"-10","83","-61","-2","9","-16","31","100","-79","-172","-98","-147","standingup"
"-5","87","-55","6","13","-9","32","101","-78","-171","-97","-145","standingup"
"-8","89","-61","2","9","-13","34","103","-75","-170","-94","-142","standingup"
"-9","91","-69","3","6","-11","33","102","-77","-178","-96","-145","standingup"
"-7","109","-85","6","6","-19","31","103","-78","-172","-97","-141","standingup"
"-5","139","-162","33","31","-16","27","108","-89","-204","-80","-146","standingup"
"-2","112","-138","12","55","-37","16","103","-74","-261","-57","-162","standingup"
"-12","85","-106","4","81","-74","23","104","-71","-217","-107","-169","standingup"
"-9","88","-109","15","82","-75","24","101","-68","-203","-107","-166","standingup"
"-8","86","-99","7","84","-94","26","101","-66","-199","-106","-159","standingup"
"-5","93","-82","17","90","-107","31","99","-67","-192","-102","-159","standingup"
"-8","99","-78","14","89","-112","42","100","-65","-175","-88","-148","standingup"
"-11","98","-80","13","87","-115","43","101","-63","-185","-87","-149","standingup"
"-7","89","-58","2","9","-13","39","97","-66","-190","-88","-159","standingup"
"-4","87","-60","2","9","-14","38","102","-79","-170","-94","-151","standingup"
"-6","91","-58","6","10","-10","36","99","-80","-171","-94","-150","standingup"
"-10","87","-65","3","7","-13","40","106","-75","-167","-93","-145","standingup"
"-6","93","-73","6","5","-11","36","100","-79","-170","-95","-147","standingup"
"-9","99","-92","2","3","-6","37","105","-75","-176","-95","-143","standingup"
"-4","144","-164","20","32","-11","33","101","-86","-205","-84","-146","standingup"
"-7","105","-131","-3","64","-49","31","108","-74","-222","-73","-155","standingup"
"-6","98","-126","0","63","-51","31","106","-70","-230","-95","-164","standingup"
"-9","84","-116","7","78","-70","26","102","-74","-230","-103","-170","standingup"
"-9","89","-102","10","84","-90","36","104","-65","-195","-107","-158","standingup"
"-9","94","-89","14","91","-101","33","98","-66","-193","-103","-159","standingup"
"-11","84","-58","2","8","-15","47","101","-62","-177","-88","-148","standingup"
"-9","88","-57","4","10","-10","35","102","-74","-171","-96","-147","standingup"
"-11","85","-61","2","7","-14","34","101","-77","-171","-98","-149","standingup"
