"78.453","-126.12","-30.918","50.721","-32.097","-33.539","7.7946","3.7324","12.465","-178.8","354","207","11111"
"84.174","-126.53","-31.054","57.726","-32.162","-34.477","6.0018","1.8143","10.733","-169.2","361.2","201.6","11111"
"85.4","-125.58","-31.599","59.109","-31.164","-35.007","4.3249","-0.40623","8.5796","-159","367.2","195.6","11111"
"79.815","-118.91","-29.692","54.283","-24.285","-33.177","2.9016","-1.9945","5.4336","-139.8","379.8","183","11111"
"76.683","-123.13","-27.786","51.295","-28.466","-31.191","2.6786","-2.4068","2.361","-129","386.4","175.8","11111"
"77.636","-131.84","-31.327","56.75","-39.09","-35.736","1.0018","-1.8326","-0.067195","-111","399","166.8","11111"
"85.4","-125.03","-30.782","57.907","-30.919","-32.628","-3.3689","-3.6316","-3.4544","-103.8","403.2","162","11111"
"75.048","-112.5","-19.75","46.284","-18.754","-20.439","-5.4123","-6.2675","-6.5882","-97.8","406.8","157.2","11111"
"68.102","-108.96","-16.208","38.361","-15.515","-16.071","-6.1423","-6.6829","-8.3353","-93.6","410.4","154.2","11111"
"58.84","-108.42","-12.122","26.001","-16.051","-9.4854","-7.8771","-4.8594","-13.06","-85.2","414.6","151.2","11111"
"59.657","-115.23","-10.488","24.348","-23.842","-6.1517","-8.7904","-4.0653","-14.594","-84","414.6","150","11111"
"63.198","-123.81","-5.7205","25.417","-34.23","1.3347","-10.208","-4.9175","-14.954","-85.2","414","149.4","11111"
"62.79","-119.45","-0.95342","21.016","-31.207","8.2681","-12.767","-7.251","-15.018","-85.2","412.8","149.4","11111"
"56.797","-108.01","2.0431","12.642","-21.231","13.742","-13.247","-7.7702","-15.302","-88.2","411.6","151.2","11111"
"52.847","-99.837","4.4947","7.4759","-13.858","17.381","-13.754","-6.9852","-17.874","-93.6","409.8","152.4","11111"
"37.456","-76.683","6.674","-11.846","6.4528","23.254","-13.005","-5.0121","-20.25","-106.2","403.8","159","11111"
"34.051","-70.962","5.8567","-18.266","9.845","24.572","-11.582","-2.6328","-22.541","-115.8","400.2","163.8","11111"
"33.097","-70.553","5.4481","-22.5","7.6193","25.818","-9.8502","-1.0415","-24.184","-125.4","394.8","167.4","11111"
"36.775","-76.683","4.7671","-23.831","-2.7988","26.793","-8.5582","-1.0232","-24.823","-148.8","385.2","174.6","11111"
"34.187","-77.364","5.7205","-29.546","-6.4898","28.786","-7.9565","-2.1136","-24.422","-160.8","379.2","175.8","11111"
"33.778","-76.683","5.7205","-31.324","-7.2181","29.245","-7.4984","-3.9523","-23.207","-173.4","372.6","179.4","11111"
"29.284","-77.364","6.4016","-39.962","-12.852","32.098","-7.4648","-5.8735","-20.351","-199.8","359.4","183.6","11111"
"26.423","-77.636","5.993","-44.174","-15.029","32.702","-7.4434","-6.5088","-18.033","-211.8","354","185.4","11111"
"23.427","-78.453","5.7205","-48.662","-18.221","33.867","-7.4709","-6.295","-15.369","-224.4","346.8","187.2","11111"
"21.248","-83.765","5.0395","-52.262","-26.205","35.043","-7.4923","-4.2364","-10.568","-246","331.8","193.8","11111"
"20.975","-88.941","5.0395","-53.11","-32.658","36.035","-7.4617","-2.3305","-6.7592","-257.4","325.8","196.8","11111"
"20.431","-91.256","5.1757","-53.676","-35.15","36.437","-7.5533","-0.067195","-2.7245","-266.4","316.8","198.6","11111"
"21.248","-89.349","7.0826","-52.986","-33.711","38.876","-7.0677","2.2877","1.124","-274.8","309","200.4","11111"
"25.198","-83.357","5.5843","-48.686","-27.267","37.399","-5.8002","3.8362","4.7495","-288","294","206.4","11111"
"26.968","-88.668","4.4947","-46.359","-31.676","35.992","-3.7202","4.2394","8.1459","-294.6","287.4","207.6","11111"
"28.194","-104.88","6.2654","-41.247","-44.955","36.538","-2.1961","4.5815","11.845","-300.6","277.8","210.6","11111"
"33.506","-101.88","6.674","-36.329","-39.615","36.053","-1.1729","5.0457","17.223","-303","272.4","214.8","11111"
"34.051","-94.525","5.0395","-33.724","-29.612","33.498","0.082467","4.9663","19.948","-304.8","269.4","216.6","11111"
"34.732","-90.575","3.5413","-31.755","-24.078","31.373","2.0678","5.2107","21.05","-305.4","268.2","218.4","11111"
"34.868","-85.4","0.81722","-27.7","-14.479","26.751","4.1264","6.0353","21.365","-303.6","268.8","221.4","11111"
"35.14","-89.486","0.54481","-24.7","-15.691","24.844","6.2156","6.9944","21.447","-303","268.8","222","11111"
"37.865","-101.74","-1.9068","-19.087","-25.081","21.327","7.7885","7.3915","21.56","-300","273.6","220.2","11111"
"43.585","-110.46","-2.9965","-8.5932","-29.579","15.779","8.7323","6.7776","22.416","-297.6","276","219","11111"
"46.582","-104.88","-4.4947","-2.2725","-21.479","12.091","9.05","5.2931","23.198","-294","282.6","218.4","11111"
"46.173","-100.25","-5.4481","-0.89361","-15.615","10.026","9.5936","3.7965","23.457","-289.8","288.6","214.8","11111"
"46.854","-91.665","-9.9429","3.3631","-4.8145","3.5693","10.241","2.4465","22.965","-286.2","295.2","212.4","11111"
"48.488","-76.955","-15.527","10.269","12.721","-4.8225","10.876","0.95906","21.567","-272.4","312.6","207","11111"
"49.306","-72.188","-19.886","14.428","19.036","-11.005","11.573","-1.7746","18.732","-264","321","204","11111"
"49.442","-71.915","-26.151","18.911","21.066","-19.879","12.343","-3.7629","16.567","-247.2","337.8","197.4","11111"
"49.033","-76.683","-29.284","21.068","17.201","-24.712","12.175","-4.9877","14.676","-236.4","345","193.2","11111"
"47.807","-79.679","-29.284","20.892","14.541","-25.398","11.842","-5.1618","13.668","-225.6","352.2","188.4","11111"
"46.037","-89.213","-30.237","21.992","5.8425","-28.43","10.101","-3.4392","11.237","-204","366.6","180","11111"
"47.671","-92.891","-33.506","25.256","2.5779","-32.921","8.1734","-1.069","10.006","-192.6","374.4","175.2","11111"
"49.033","-94.389","-35.277","27.995","1.3936","-35.638","6.4813","1.2217","8.7812","-180.6","381","169.2","11111"
"55.162","-103.79","-34.459","35.539","-7.7112","-35.637","4.9175","3.6408","7.4556","-156.6","393.6","159.6","11111"
"63.471","-114","-34.868","44.571","-17.788","-36.514","4.0531","3.7202","6.8997","-145.8","398.4","154.2","11111"
"69.055","-119.31","-35.14","50.1","-23.109","-36.664","2.9688","2.0433","6.2186","-136.8","402.6","150","11111"
"74.64","-125.44","-34.732","56.044","-29.17","-36.36","1.4661","-0.9163","4.7831","-128.4","408.6","144.6","11111"
"73.005","-123.81","-29.556","54.147","-27.578","-30.562","-0.58948","-3.4422","2.6603","-112.8","414.6","133.2","11111"
"66.876","-115.36","-27.104","47.747","-19.182","-27.439","-1.9059","-4.4227","-0.16493","-108.6","415.8","129.6","11111"
"59.657","-122.72","-25.198","41.619","-17.141","-23.524","-1.3531","-3.9309","-3.0268","-97.2","419.4","123","11111"
"64.424","-133.21","-29.011","42.509","-37.634","-27.404","-1.463","-2.1686","-6.4843","-94.2","421.8","118.8","11111"
"71.915","-129.67","-29.011","48.188","-34.545","-26.56","-4.5754","-2.8741","-8.2772","-91.2","423.6","118.2","11111"
"70.553","-120.27","-24.789","45.578","-25.488","-21.599","-6.8417","-5.3634","-10.421","-91.2","423.6","116.4","11111"
"50.531","-106.1","-9.6704","21.174","-12.742","-3.423","-7.2082","-6.8417","-13.027","-91.2","423.6","115.8","11111"
"48.216","-108.42","-8.036","17.507","-15.551","-0.98808","-7.6511","-6.2033","-15.681","-92.4","424.2","118.2","11111"
"47.399","-113.19","-8.036","13.897","-21.429","0.65451","-8.9675","-4.2761","-18.06","-96","423.6","119.4","11111"
"49.306","-127.62","-6.2654","11.383","-37.873","4.8666","-9.4837","-3.9218","-18.399","-104.4","419.4","128.4","11111"
"49.442","-129.26","-2.9965","8.589","-41.048","9.9359","-12.7","-3.0696","-18.76","-108.6","417","133.2","11111"
"47.807","-125.03","2.1793","5.558","-37.619","15.981","-14.41","-2.0525","-18.885","-115.2","412.2","138.6","11111"
"41.27","-98.884","5.7205","-5.3142","-14.256","22.607","-14.319","-0.98044","-19.499","-130.2","402","151.2","11111"
"37.592","-87.17","6.1292","-11.993","-4.6931","24.994","-13.137","0.23518","-20.69","-138.6","397.8","156.6","11111"
"32.28","-74.095","6.4016","-22.05","4.7824","27.466","-11.24","1.0415","-22.223","-159","383.4","169.2","11111"
"32.144","-72.46","6.2654","-25.505","3.7378","28.343","-7.6969","0.60476","-23.815","-171","374.4","176.4","11111"
"33.506","-71.507","3.6775","-25.755","3.3492","26.076","-6.7256","-0.094684","-24.056","-181.8","365.4","181.2","11111"
"33.234","-70.281","3.6775","-30.645","0.34751","27.091","-4.8808","-3.7782","-23.1","-203.4","347.4","193.8","11111"
"32.144","-69.872","0.40861","-34.371","-2.0595","24.784","-4.5876","-6.8753","-21.57","-214.8","337.8","198.6","11111"
"30.237","-68.919","2.1793","-38.432","-3.79","27.867","-4.9205","-9.6395","-19.621","-224.4","327","202.8","11111"
"25.061","-67.557","2.5879","-45.889","-6.022","30.811","-5.565","-10.959","-17.446","-241.2","306","214.2","11111"
"22.882","-67.693","2.4517","-48.578","-7.1641","31.55","-6.2033","-9.9205","-13.402","-247.2","295.8","217.8","11111"
"20.703","-71.507","1.9068","-51.627","-12.942","32.819","-6.4385","-7.9107","-9.8288","-252.6","283.8","222","11111"
"22.337","-84.719","0.40861","-50.484","-27.947","33.441","-6.3408","-5.568","-5.7146","-258","265.2","231","11111"
"25.742","-93.98","0.95342","-47.02","-37.73","34.99","-6.6706","-3.094","-1.8601","-260.4","256.2","234.6","11111"
"26.015","-93.572","1.2258","-46.467","-37.375","35.945","-7.0433","-0.21991","1.4997","-262.2","248.4","240.6","11111"
"28.739","-82.539","1.9068","-43.033","-25.567","36.833","-5.7391","3.8729","5.3695","-262.8","234","249","11111"
"31.599","-84.446","0.81722","-39.671","-26.643","35.406","-4.8961","4.835","6.4904","-260.4","229.8","253.2","11111"
"34.459","-99.292","2.0431","-36.045","-40.102","35.847","-1.9853","6.0445","10.113","-258","223.8","258","11111"
"34.459","-99.292","2.0431","-36.045","-40.102","35.847","-0.87354","6.3011","13.002","-258","223.8","258","11111"
"38.001","-105.42","3.5413","-29.908","-42.076","35.049","-0.024435","6.295","16.044","-251.4","216","264","11111"
"38.137","-92.891","1.362","-27.956","-27.092","31.682","1.6646","5.8093","18.283","-246.6","212.4","268.2","11111"
"38.001","-79.27","-2.5879","-24.777","-9.4139","25.626","4.0928","5.62","19.331","-238.8","210.6","271.2","11111"
"38.137","-82.403","-5.8567","-22.257","-9.8383","20.676","7.8649","5.568","19.639","-235.2","212.4","271.8","11111"
"39.635","-91.12","-6.4016","-19.395","-17.065","19.062","8.9492","5.2931","19.673","-232.8","214.8","273","11111"
"41.27","-103.65","-6.2654","-15.034","-26.818","17.05","10.458","4.0317","20.14","-229.8","219","272.4","11111"
"44.811","-115.36","-7.2188","-6.8432","-34.406","12.649","9.9663","3.2132","20.742","-223.8","228","271.2","11111"
"44.402","-108.69","-7.4912","-4.043","-25.315","10.36","9.2821","2.9932","21.502","-219.6","233.4","270","11111"
"41.678","-89.622","-10.079","-2.6118","-13.965","8.6156","8.9889","3.5949","21.759","-214.8","238.2","267","11111"
"42.768","-79.27","-13.484","2.6313","9.2386","-0.35994","9.7616","5.3939","20.669","-203.4","253.8","261.6","11111"
"45.22","-73.55","-20.022","8.1856","16.571","-8.8982","10.424","5.8307","19.212","-196.2","261","259.2","11111"
"47.399","-69.055","-24.653","11.749","21.733","-14.476","10.629","5.5314","18.167","-189.6","270","255.6","11111"
"50.259","-67.421","-29.829","18.396","25.033","-22.479","10.681","3.1368","15.391","-175.8","286.8","248.4","11111"
"49.578","-71.507","-29.965","20.003","21.826","-24.374","10.131","1.2309","13.992","-168","295.2","244.2","11111"
"49.85","-80.224","-28.603","22.375","13.829","-24.58","10.07","-0.11606","12.914","-160.8","303.6","243","11111"
"53.119","-94.934","-30.782","28.257","-0.09243","-28.776","9.7097","-0.38179","11.704","-144","319.8","236.4","11111"
"54.073","-94.525","-34.459","30.712","0.71366","-33.529","6.7653","1.4966","9.7738","-133.8","327","231","11111"
"56.116","-93.163","-34.459","33.211","2.1884","-33.757","6.4599","2.0342","9.0988","-124.8","334.2","228","11111"
"61.973","-104.47","-34.596","40.31","-8.8245","-34.878","6.5546","2.5229","7.1074","-105.6","345","219","11111"
"65.65","-113.87","-36.23","44.614","-18.087","-37.225","5.6963","2.135","6.0751","-97.8","352.2","214.8","11111"
"70.417","-120.81","-35.14","49.733","-24.963","-36.608","4.2761","1.1118","4.9663","-89.4","357","211.2","11111"
"73.414","-123.13","-31.735","52.509","-27.325","-33.107","1.6493","-1.6554","3.2865","-72","366","203.4","11111"
"69.872","-118.5","-29.148","48.816","-22.724","-30.216","0.59559","-2.3518","2.306","-66.6","370.2","199.8","11111"
"65.514","-113.46","-26.56","44.015","-17.779","-27.195","-0.80023","-2.8222","-0.082467","-60","373.8","198","11111"
"60.202","-121.22","-23.836","37.461","-25.828","-23.496","-0.5681","-1.0599","-3.3781","-46.8","381","193.8","11111"
"67.829","-132.25","-27.104","43.893","-37.157","-26.228","-1.7654","0.36346","-4.7861","-42.6","384","190.2","11111"
"73.55","-129.67","-27.513","48.133","-34.964","-25.875","-4.3616","-0.66279","-6.0964","-39","386.4","186.6","11111"
"64.016","-104.74","-13.212","35.78","-10.896","-9.6007","-6.8997","-4.9327","-9.6761","-33","390","184.8","11111"
"55.435","-100.52","-9.9429","25.164","-7.3811","-4.8253","-6.7287","-6.0964","-12.593","-31.2","391.8","186","11111"
"52.166","-102.56","-8.5808","20.646","-9.8846","-2.7035","-6.7134","-6.1972","-13.928","-30","393","186","11111"
"50.94","-116.05","-8.717","15.51","-24.967","-0.5685","-7.2998","-6.5149","-16.203","-31.8","394.8","186","11111"
"52.438","-123.81","-7.2188","14.356","-33.967","2.536","-8.2986","-7.5595","-16.246","-34.8","393","187.8","11111"
"53.119","-127.49","-5.4481","12.532","-38.97","6.1528","-10.461","-8.4238","-16.008","-37.2","391.8","190.2","11111"
"47.126","-110.87","-0.40861","3.0727","-24.539","14.535","-12.468","-8.3108","-15.705","-46.2","387","194.4","11111"
"45.083","-102.56","1.2258","-0.080433","-17.01","17.296","-12.666","-6.8936","-16.82","-49.8","383.4","197.4","11111"
"38.273","-88.26","4.0861","-9.2278","-4.4724","22.535","-11.698","-5.1007","-18.747","-57.6","381","199.8","11111"
"31.872","-77.227","3.5413","-19.554","3.486","24.938","-10.226","-3.2162","-20.953","-75","372.6","206.4","11111"
"31.191","-73.277","3.1327","-23.238","5.0196","26.027","-8.4758","-1.5913","-22.703","-82.8","369.6","210.6","11111"
"31.191","-72.188","1.2258","-26.409","3.4691","25.213","-7.0677","-0.79718","-23.686","-91.8","364.8","216","11111"
"33.642","-73.686","1.2258","-28.596","-2.1776","26.325","-5.8063","-1.909","-23.396","-111.6","352.2","221.4","11111"
"33.915","-75.457","1.6344","-31.122","-6.7724","27.513","-5.3603","-3.7996","-22.184","-122.4","345.6","223.8","11111"
"33.097","-75.457","2.8603","-33.128","-8.053","29.09","-5.4184","-4.7678","-21.292","-132.6","337.8","226.2","11111"
"27.513","-72.46","3.5413","-41.735","-8.8533","31.397","-5.8154","-6.8783","-17.77","-153.6","323.4","232.8","11111"
"24.653","-72.188","3.5413","-46.082","-10.855","32.727","-5.736","-6.9364","-14.759","-162","315.6","236.4","11111"
"23.018","-74.776","3.2689","-48.769","-15.312","33.727","-5.6688","-5.8429","-11.417","-170.4","308.4","237.6","11111"
"23.427","-82.539","2.5879","-49.124","-24.762","34.451","-5.62","-4.163","-7.6908","-186.6","292.2","242.4","11111"
"24.244","-84.855","3.1327","-48.467","-27.646","35.649","-5.6413","-1.1393","-1.8815","-195","286.2","244.2","11111"
"25.334","-85.536","4.0861","-47.236","-28.2","36.695","-5.4856","1.1118","1.5547","-200.4","279","246","11111"
"28.058","-83.22","2.7241","-43.937","-25.206","35.406","-4.7159","2.7764","4.4379","-208.2","265.2","247.8","11111"
"32.008","-86.353","1.9068","-39.518","-27.606","34.31","-3.2803","3.5827","6.9333","-211.2","256.8","250.8","11111"
"32.825","-96.023","2.9965","-37.853","-35.959","34.838","-1.631","3.8454","9.5478","-212.4","251.4","250.2","11111"
"33.778","-103.38","2.8603","-34.81","-40.251","33.316","-0.75136","4.2791","13.412","-214.2","243.6","252","11111"
"32.961","-98.884","3.4051","-34.692","-34.458","33.228","0.62308","5.4581","15.577","-214.2","238.8","254.4","11111"
"32.144","-93.163","2.7241","-33.757","-26.481","31.492","2.3885","6.3591","17.031","-215.4","237.6","255.6","11111"
"32.825","-87.034","-1.2258","-29.961","-16.553","25.369","4.3646","7.7366","17.767","-212.4","235.2","256.8","11111"
"35.413","-87.034","-1.9068","-25.229","-14.05","22.851","6.2553","8.8728","18.298","-211.2","235.2","255.6","11111"
"38.954","-90.575","-3.5413","-19.406","-15.067","19.034","8.1398","8.9889","18.732","-210.6","235.2","255.6","11111"
"42.904","-96.841","-3.9499","-14.147","-19.968","17.329","9.3554","7.8618","19.145","-207.6","241.8","253.8","11111"
"45.356","-105.69","-4.4947","-6.2389","-23.941","11.981","10.281","5.1801","19.908","-206.4","245.4","252","11111"
"45.083","-104.88","-5.4481","-4.93","-21.915","9.8188","10.33","4.5021","20.113","-204.6","248.4","249.6","11111"
"44.402","-99.156","-6.674","-2.5093","-14.044","6.454","10.269","3.6102","20.391","-202.8","253.8","248.4","11111"
"43.177","-83.629","-8.717","1.0205","4.3366","1.3809","10.376","3.4728","20.22","-196.2","267","243","11111"
"44.811","-77.364","-11.713","5.7863","12.238","-3.6135","10.629","3.7446","19.471","-192","274.2","240","11111"
"45.492","-72.733","-12.122","9.4718","18.278","-6.0692","11.054","3.6438","18.25","-187.2","280.2","238.2","11111"
"48.625","-76.002","-14.71","16.662","16.664","-11.784","11.811","3.2009","16.787","-176.4","295.8","231.6","11111"
"51.349","-81.858","-20.431","21.78","11.641","-19.623","12.529","2.2694","14.985","-169.2","301.2","228","11111"
"50.668","-84.446","-22.882","22.064","9.3563","-22.954","11.771","1.6402","13.402","-162.6","309","224.4","11111"
"50.94","-85.808","-25.742","25.145","8.7697","-28.328","10.427","1.4172","12.199","-145.8","323.4","216.6","11111"
"52.847","-89.349","-26.968","28.828","5.641","-31.082","9.4715","1.7715","11.588","-137.4","331.8","213","11111"
"55.299","-94.661","-27.377","32.908","0.65905","-32.827","8.6621","2.2235","11.014","-129","337.2","207.6","11111"
"59.385","-108.15","-29.556","38.956","-12.476","-36.422","7.1105","3.0635","10.226","-110.4","348","196.8","11111"
"63.471","-112.37","-29.965","44.277","-16.502","-37.605","5.8704","3.2223","9.6303","-101.4","353.4","193.8","11111"
"66.604","-115.5","-29.829","47.647","-19.588","-37.48","5.3512","2.8711","9.2271","-91.8","357.6","189","11111"
"73.822","-125.44","-28.603","55.724","-29.383","-36.463","4.0012","-0.13744","7.7794","-76.2","367.2","179.4","11111"
"72.869","-126.94","-27.649","55.292","-30.788","-35.557","2.4312","-2.0953","5.9987","-68.4","370.2","175.8","11111"
"69.328","-125.72","-24.244","51.963","-29.506","-31.935","1.4325","-3.3353","3.7507","-61.2","373.8","171","11111"
"74.912","-142.88","-25.742","56.708","-46.755","-32.538","1.0201","-5.0091","0.98655","-48","379.2","162.6","11111"
"80.224","-146.55","-26.832","61.158","-50.553","-32.927","-1.3042","-7.196","-1.069","-42.6","382.2","158.4","11111"
"78.181","-139.06","-23.155","58.2","-43.204","-28.517","-2.8405","-8.6193","-2.4709","-37.8","384.6","154.2","11111"
"57.75","-112.64","-9.398","35.54","-17.177","-12.655","-6.2217","-10.321","-8.3597","-31.2","388.2","150.6","11111"
"44.947","-102.15","-5.5843","20.797","-7.1204","-7.2257","-6.4232","-8.4941","-12.529","-28.8","387.6","149.4","11111"
"44.266","-102.15","-5.7205","17.551","-7.7952","-5.8114","-6.5607","-5.9895","-16.044","-26.4","388.8","149.4","11111"
"49.033","-114.41","-6.8102","17.575","-21.552","-4.6384","-6.8142","-5.3848","-18.537","-27","390","149.4","11111"
"49.306","-118.36","-1.4982","14.593","-26.721","2.2646","-9.1355","-6.3255","-18.986","-28.2","389.4","148.8","11111"
"49.578","-115.77","1.7706","13.229","-24.81","6.4084","-10.061","-6.8447","-18.879","-30.6","390","149.4","11111"
"46.445","-105.97","7.355","6.9829","-16.44","14.045","-11.561","-7.9199","-18.491","-33.6","388.2","151.2","11111"
"38.137","-89.486","9.8067","-5.6306","-2.3165","19.955","-12.248","-8.8942","-18.347","-46.8","382.8","157.2","11111"
"34.596","-84.038","11.169","-11.913","1.3735","23.776","-11.985","-8.5674","-18.912","-53.4","378.6","161.4","11111"
"32.28","-81.858","12.258","-16.953","1.6265","27.204","-11.399","-7.7061","-19.563","-61.8","375.6","165","11111"
"30.918","-78.453","11.85","-22.372","1.8773","29.856","-10.663","-6.3897","-20.378","-78.6","368.4","174.6","11111"
"29.011","-76.683","12.939","-26.983","1.3274","32.842","-10.201","-5.678","-20.323","-88.2","363","180.6","11111"
"27.241","-75.457","14.029","-30.007","1.4356","34.701","-9.6242","-5.229","-19.627","-98.4","356.4","184.8","11111"
"27.104","-76.41","13.212","-33.699","-2.979","36.186","-9.163","-5.0366","-18.497","-116.4","346.8","190.8","11111"
"26.015","-75.321","13.893","-36.904","-4.1875","38.355","-8.8148","-5.2076","-17.297","-125.4","340.2","195","11111"
"24.925","-76.138","14.846","-39.831","-7.1897","40.727","-8.1795","-5.2626","-15.684","-133.8","334.2","201.6","11111"
"21.248","-82.676","16.072","-45.58","-16.42","43.663","-7.4678","-4.2699","-12.559","-150","319.2","210.6","11111"
"20.839","-86.762","14.165","-47.029","-22.004","42.757","-7.0219","-3.0604","-9.8441","-156","312","216.6","11111"
"21.929","-89.213","13.484","-46.214","-24.859","42.331","-6.5607","-1.5516","-6.6859","-162","304.8","221.4","11111"
"23.563","-93.436","13.348","-45.265","-30.188","43.004","-5.7635","-0.15577","-3.4086","-169.8","292.2","228.6","11111"
"25.334","-94.117","12.939","-43.463","-30.854","42.638","-4.7678","0.84605","-0.033598","-174.6","287.4","231.6","11111"
"26.968","-93.572","10.488","-42.406","-30.985","39.915","-2.5229","1.4386","4.1966","-180.6","275.4","237","11111"
"24.925","-108.15","11.85","-42.376","-42.97","40.826","-0.91324","2.3121","7.1807","-183","270.6","240","11111"
"26.832","-115.23","13.212","-39.24","-48.455","41.37","-0.1069","3.9767","10.537","-182.4","266.4","241.2","11111"
"31.054","-112.23","11.032","-34.095","-44.262","38.467","0.65668","5.1557","13.167","-181.8","264.6","243.6","11111"
"33.097","-99.565","9.398","-30.463","-29.688","35.748","2.6267","5.006","14.484","-182.4","263.4","246","11111"
"33.097","-84.719","4.4947","-27.661","-11.68","28.801","5.4734","4.5296","14.609","-183","260.4","249","11111"
"33.37","-86.625","3.1327","-25.453","-11.504","25.798","8.4819","4.0409","14.166","-182.4","260.4","249.6","11111"
"34.323","-98.339","-0.27241","-22.513","-15.966","21.895","10.996","3.4575","13.5","-176.4","263.4","249.6","11111"
"37.184","-108.55","-3.8137","-16.408","-28.236","13.333","12.575","2.1869","13.635","-175.8","266.4","248.4","11111"
"40.18","-107.74","-6.674","-11.189","-25.537","8.2072","12.23","1.3042","14.328","-174","270","246.6","11111"
"40.997","-103.51","-8.9894","-9.1196","-20.355","4.7877","11.564","0.34819","14.865","-170.4","273.6","246","11111"
"36.366","-84.038","-11.169","-10.146","1.6062","-0.26883","10.968","0.19548","14.771","-162.6","284.4","241.2","11111"
"34.868","-75.048","-12.531","-9.2958","12.036","-3.424","10.818","1.2706","14.233","-160.8","289.2","238.2","11111"
"33.506","-70.281","-13.62","-8.4152","18.078","-6.3899","10.919","2.9596","13.415","-157.8","295.8","236.4","11111"
"35.685","-73.958","-13.757","-3.1389","16","-9.6046","11.341","4.4013","11.646","-149.4","309","229.2","11111"
"35.958","-75.048","-12.258","-1.0518","15.744","-10.241","10.464","4.6365","10.397","-145.2","315","227.4","11111"
"35.277","-74.776","-11.577","-0.90819","16.365","-10.526","9.447","5.1496","9.5723","-139.8","318","223.2","11111"
"38.273","-78.181","-13.62","4.3994","13.834","-15.296","8.8301","5.4459","9.3126","-127.8","331.8","215.4","11111"
"41.27","-84.174","-16.753","8.9001","8.3372","-20.067","7.8099","5.4","9.2699","-123","337.2","210","11111"
"41.951","-88.941","-15.391","11.217","6.4717","-21.614","6.5149","5.6841","9.221","-111.6","347.4","200.4","11111"
