"86","87","84","86","83","86","88","80","86","88","81","87","91","82","88","96","84","89","96","84","93","94","85","95","93","87","91","91","88","94","89","89","73","87","89","82","93","79","91","94"
"84","93","92","85","94","89","86","93","84","86","92","80","90","89","80","93","85","81","94","81","82","92","80","84","91","81","93","93","84","94","91","86","94","87","87","93","82","88","91","80"
"93","87","82","95","81","88","96","82","88","96","84","93","93","85","96","92","86","95","84","87","92","80","91","88","79","93","85","86","92","82","86","94","83","89","93","84","92","92","85","94"
"87","87","93","82","89","91","81","94","86","82","94","81","83","92","80","84","90","81","84","86","82","86","81","83","87","79","85","88","81","87","92","83","88","93","84","90","93","87","94","91"
"85","94","88","87","92","85","87","91","85","87","80","85","89","82","86","93","82","87","93","84","92","92","85","95","89","86","93","85","87","92","81","91","88","81","93","84","82","93","80","83"
"91","81","84","89","83","87","83","85","87","80","86","88","82","87","91","83","88","94","84","90","94","85","94","92","86","96","83","86","81","84","87","79","85","87","80","86","93","83","87","94"
"83","91","94","85","95","92","86","95","86","88","92","82","91","89","80","94","84","82","94","82","85","91","84","86","89","85","86","84","84","87","81","84","87","79","85","91","80","95","86","80"
"96","81","82","92","80","83","91","82","85","87","83","85","83","83","86","78","84","88","80","86","90","81","87","94","83","88","95","84","92","93","85","94","92","86","94","87","87","93","83","88"
"91","80","92","88","80","94","83","82","94","80","83","92","81","91","93","85","95","83","86","84","84","87","80","86","87","81","87","89","82","87","93","82","87","81","83","92","80","84","89","82"
"86","83","84","86","81","85","87","80","85","89","81","87","93","83","88","95","84","91","93","85","95","90","87","94","83","88","91","81","94","86","83","94","81","84","92","82","85","88","82","86"
"82","85","87","80","85","88","81","87","94","82","87","96","84","91","94","85","95","89","86","94","81","91","90","80","94","85","82","94","80","83","91","81","85","86","83","86","81","84","93","84"
"94","89","86","92","89","85","92","88","85","91","86","93","85","86","93","80","89","91","79","88","81","89","96","85","87","97","86","91","84","86","81","93","83","81","93","79","83","91","81","85"
"85","82","86","80","84","87","80","86","87","81","87","92","83","87","95","83","90","94","84","92","82","85","85","83","92","86","86","87","83","83","92","82","95","83","87","81","85","92","85","90"
"86","88","86","84","87","95","83","89","82","85","84","84","87","81","85","88","81","86","81","82","93","79","91","81","84","89","82","95","89","87","93","86","89","86","92","83","88","83","85","85"
"83","92","85","92","86","89","86","85","82","93","82","85","88","85","86","83","86","89","85","88","91","86","89","85","86","84","86","90","87","91","83","87","80","83","91","81","85","83","83","87"
"79","85","88","81","94","81","84","90","82","86","86","84","87","82","85","87","81","86","87","81","86","86","83","92","81","84","90","82","85","85","84","87","80","86","83","84","91","82","85","87"
"83","92","85","87","91","81","90","88","82","92","83","88","81","85","90","83","85","85","84","86","81","85","87","80","85","87","81","92","84","87","94","84","88","82","93","92","86","94","88","86"
"92","84","86","80","85","87","80","85","88","81","86","90","82","86","92","83","87","93","84","91","91","85","93","90","86","92","87","87","91","84","87","90","82","89","89","81","92","86","82","94"
"82","84","91","81","84","89","82","85","87","83","86","84","84","86","82","85","86","80","85","87","82","86","88","82","86","91","83","86","93","84","87","82","86","86","84","87","85","86","88","85"
"87","88","86","87","88","86","88","89","87","87","90","86","89","93","85","93","91","86","93","89","86","91","86","88","90","85","89","88","86","89","87","86","90","85","84","91","82","85","88","83"
"85","85","84","87","82","85","87","81","85","88","83","86","88","84","87","91","85","87","93","85","90","93","85","92","91","86","93","89","87","92","86","88","91","83","90","88","82","93","85","83"
"93","84","83","91","81","84","90","83","85","87","84","86","84","84","87","82","86","88","83","87","88","84","87","89","85","88","90","86","88","89","87","88","89","87","88","90","87","93","89","86"
"92","86","87","91","83","89","89","81","92","86","83","93","84","85","90","84","84","89","83","86","87","84","86","84","85","88","83","87","88","84","87","89","85","87","92","86","88","92","85","92"
"90","86","93","87","87","91","83","90","89","82","92","85","83","92","82","85","90","82","85","87","83","86","85","84","87","81","85","87","82","86","90","83","87","93","84","89","93","86","93","90"
"87","90","86","87","90","82","90","86","82","92","83","84","91","81","84","89","82","86","86","85","87","83","85","88","82","86","89","83","87","93","84","88","82","85","91","82","85","88","84","94"
"89","86","92","85","87","90","81","91","86","82","92","83","87","93","84","88","92","85","92","91","86","93","88","87","92","83","88","90","81","92","86","82","92","83","84","91","81","84","90","82"
"85","87","84","86","84","84","87","81","86","87","82","86","88","82","87","91","83","87","93","84","88","92","85","91","91","85","93","89","88","92","85","88","91","83","87","91","83","86","91","86"
"90","88","85","92","90","94","90","87","90","89","89","90","87","89","83","87","90","82","87","92","84","88","94","84","90","91","86","91","90","87","92","89","87","89","89","88","89","82","91","86"
"83","91","89","86","90","87","85","91","80","83","92","80","92","93","85","94","92","85","95","89","87","92","85","90","91","86","92","86","88","81","86","89","82","94","83","84","92","81","90","83"
"92","93","86","94","92","87","95","83","86","83","84","87","80","86","87","80","85","89","82","86","93","82","87","96","82","88","96","85","94","94","85","96","81","84","87","82","86","83","84","88"
"81","85","88","80","86","88","81","87","93","82","88","95","83","88","96","84","91","80","83","92","81","84","90","82","85","85","83","87","80","84","87","79","85","88","80","86","91","81","87","94"
"82","88","96","83","91","95","84","94","93","85","95","91","86","95","83","86","83","83","87","79","84","87","79","85","89","80","87","93","82","88","97","83","89","97","85","92","94","86","97","91"
"86","97","87","88","94","81","92","92","78","96","88","81","98","82","93","81","96","86","95","86","91","87","92","82","87","80","88","96","84","91","82","95","91","86","96","84","86","81","84","87"
"79","85","88","80","87","91","81","88","95","83","88","96","84","93","94","84","94","81","85","89","82","85","84","83","87","80","84","87","79","86","88","80","87","91","81","87","94","82","88","97"
"83","89","95","85","93","93","86","96","91","86","95","83","86","82","84","87","80","86","91","82","87","80","83","91","80","84","86","81","84","85","82","86","77","84","87","78","85","88","79","86"
"91","80","87","95","81","87","96","83","90","95","84","95","93","85","96","90","86","96","83","86","78","83","87","78","85","89","80","87","94","82","88","96","84","91","94","85","95","93","86","96"
"90","88","94","83","88","92","78","95","88","80","96","83","81","94","79","84","92","80","85","88","82","86","82","83","87","79","84","87","79","86","89","81","87","93","81","87","96","83","87","95"
"84","91","80","85","91","81","84","89","82","86","83","83","86","79","84","87","80","85","88","80","87","87","83","87","90","83","88","92","82","87","94","83","87","96","83","87","80","82","93","80"
"83","92","80","83","92","80","84","91","81","84","90","81","85","89","82","85","87","82","86","84","83","86","83","84","86","80","85","87","79","84","94","83","90","93","82","93","91","80","96","89"
"81","94","84","81","95","83","82","94","81","83","93","79","83","91","80","83","91","81","84","87","82","85","84","83","86","81","83","87","78","85","87","80","85","88","80","86","91","82","86","94"
"83","88","95","83","89","94","84","93","93","84","95","92","87","95","87","88","93","82","91","91","81","93","88","84","94","86","86","91","85","86","90","85","87","88","86","86","83","84","87","78"
"85","88","80","86","89","81","88","93","83","88","96","84","92","94","86","96","92","87","95","88","87","94","84","88","80","86","88","81","86","93","83","88","96","84","90","94","85","94","82","85"
"88","83","87","83","85","88","81","86","88","83","86","93","83","88","94","84","93","92","85","94","89","87","93","85","88","80","85","88","82","87","87","82","94","84","88","94","84","89","94","85"
"94","82","85","87","83","86","82","84","87","80","86","91","82","87","93","84","88","93","85","92","91","87","92","88","87","90","87","88","89","86","89","86","87","89","87","88","89","86","86","89"
"82","86","86","84","96","84","88","79","86","89","82","87","92","83","88","95","85","90","93","86","92","92","87","93","90","88","93","87","87","92","82","90","91","80","94","87","82","94","84","82"
"92","81","84","91","83","85","89","84","86","87","82","85","87","81","84","81","83","86","81","84","86","83","85","83","83","85","86","88","88","83","88","92","82","86","94","84","90","82","91","80"
"94","88","81","95","85","82","94","83","82","94","81","83","94","79","82","93","79","83","92","81","84","91","81","84","87","82","85","84","82","86","82","83","96","87","87","94","81","89","93","79"
"92","91","79","96","86","80","97","83","82","96","79","82","94","79","83","93","80","84","90","81","84","86","82","86","81","84","87","78","84","88","79","86","91","81","87","96","82","88","98","84"
"93","94","85","97","92","88","94","87","88","93","79","93","90","78","95","85","81","95","78","82","93","79","83","90","81","85","83","83","87","79","84","87","78","85","88","79","86","95","81","87"
"98","83","92","94","85","97","92","86","96","85","88","93","79","94","87","80","97","82","81","95","78","82","93","80","84","86","82","86","81","83","86","78","84","88","79","86","90","80","87","96"
"81","88","97","83","91","101","74","92","92","75","96","91","90","117","94","88","92","99","69","81","87","84","88","87","101","83","76","109","73","86","91","84","86","91","83","85","90","83","85","86"
"83","85","83","83","86","82","84","87","78","84","88","79","85","88","80","86","89","82","87","91","83","88","93","82","87","94","83","88","94","84","91","94","85","93","93","85","95","91","86","95"
"89","87","94","84","88","92","81","93","90","82","94","87","84","93","84","84","93","81","83","93","80","84","92","80","82","89","81","85","82","82","86","78","84","87","78","85","87","80","86","92"
"82","88","96","83","88","94","84","92","93","86","95","92","86","96","89","86","94","84","87","92","80","90","89","69","106","93","54","128","79","82","92","79","83","91","80","85","86","82","85","81"
"83","86","79","85","87","79","85","87","80","86","92","81","87","95","82","87","95","83","90","93","84","94","91","85","95","83","86","82","83","87","79","84","87","80","85","88","80","86","92","81"
"87","94","82","87","94","84","91","92","84","94","91","86","94","87","87","92","83","89","90","80","93","88","81","94","86","82","92","83","84","91","82","92","85","89","92","89","96","84","91","93"
"86","93","92","86","93","90","87","93","88","86","93","86","87","93","84","86","80","84","87","80","86","88","84","87","88","84","87","89","85","87","89","85","88","88","86","86","91","83","87","92"
"82","87","93","83","87","93","83","89","93","87","90","95","86","94","92","86","96","83","85","85","86","85","82","83","85","80","83","86","78","85","86","79","85","88","80","85","92","81","86","95"
"82","88","94","84","90","93","85","92","92","86","93","89","86","92","87","87","93","83","89","91","83","91","89","85","87","86","90","86","84","80","82","92","79","83","90","81","85","86","83","87"
"84","86","87","85","87","88","86","87","87","86","88","89","87","88","95","84","91","94","84","95","93","86","95","89","86","93","84","89","91","82","92","86","83","92","84","84","90","83","85","89"
"83","85","84","83","86","78","84","88","79","86","91","81","87","95","82","88","95","83","93","92","85","89","92","86","95","91","87","95","87","87","91","86","87","92","84","85","78","84","86","82"
"83","80","81","83","81","83","85","79","83","91","82","86","91","81","88","91","79","92","87","79","93","85","80","95","83","80","95","81","81","79","81","93","79","84","90","82","86","89","85","86"
"87","86","87","87","86","87","87","86","88","87","88","87","86","88","89","86","88","89","86","88","90","81","85","92","83","83","85","88","81","91","83","92","86","93","85","91","82","89","90","80"
