"43","47","42","46","44","42","45","45","41","46","43","41","45","42","43","44","43","45","41","47","40","47","40","46","44","46","42","44","42","45","39","40","46","39","46","40","42","45","40","43"
"1","40","41","0","42","40","38","43","38","37","44","38","38","45","38","39","45","39","40","44","39","42","43","41","44","43","43","45","41","45","45","41","45","45","40","45","44","39","45","44"
"38","44","42","39","43","42","40","43","1","41","42","0","43","41","39","45","40","39","46","40","40","46","39","39","44","39","41","45","40","40","43","38","40","40","37","41","40","41","43","39"
"42","44","40","46","47","43","49","48","43","50","49","44","50","49","43","49","48","43","49","49","43","43","48","47","42","49","43","50","44","50","44","51","45","51","45","51","44","50","45","44"
"50","50","44","43","49","46","50","0","47","50","51","47","47","49","47","47","50","51","47","44","50","47","50","47","50","1","47","47","50","47","46","49","51","46","44","51","47","50","1","47"
"50","51","47","48","50","47","45","50","51","47","47","47","6","47","46","46","47","47","46","47","47","47","46","47","46","47","46","47","46","46","46","46","46","45","46","46","46","47","46","47"
"6","46","47","46","46","45","46","47","46","46","46","45","47","46","44","47","47","47","47","46","47","47","46","47","47","46","46","46","45","46","46","45","46","47","45","47","46","45","47","46"
"45","47","46","44","47","46","45","47","46","44","47","46","44","47","46","44","48","47","45","48","47","44","48","46","48","46","48","45","48","46","44","49","50","30","37","44","39","20","-71","34"
"33","33","37","33","41","-16","-25","25","36","34","34","35","31","37","34","41","40","37","43","44","39","46","40","47","41","46","41","45","41","46","42","44","5","43","42","4","44","40","45","40"
"1","45","39","39","45","45","39","39","45","41","45","45","42","43","5","42","41","44","40","45","40","45","39","45","39","9","45","39","38","44","40","43","41","41","41","1","40","42","40","44"
"39","44","2","39","45","44","38","44","43","39","45","4","39","45","39","44","41","45","5","42","45","45","42","45","42","43","4","42","40","41","44","42","40","42","45","40","45","40","46","40"
"45","41","46","42","45","43","41","43","43","42","41","44","42","42","40","45","40","45","40","46","39","39","45","40","45","40","44","42","41","25","44","42","42","43","37","34","40","40","33","39"
"31","32","38","31","3","38","33","5","38","34","8","38","37","40","38","40","2","38","42","2","38","41","1","37","41","36","41","0","35","40","9","35","40","36","39","36","37","37","37","6"
"38","37","40","36","41","35","5","41","34","5","40","34","5","40","34","6","40","35","40","36","0","39","38","0","38","39","37","40","1","37","41","1","37","41","36","41","35","41","35","41"
"0","35","40","8","35","39","36","38","37","38","6","39","37","5","41","36","5","41","35","5","41","35","5","41","35","7","41","36","8","40","37","40","39","1","38","40","37","41","1","37"
"42","35","41","40","35","40","9","35","40","8","36","39","7","37","38","6","39","37","5","41","36","5","42","36","42","36","7","41","36","41","37","39","39","1","38","41","42","38","42","42"
"36","42","41","35","41","40","35","41","9","36","39","8","37","38","39","38","5","41","36","5","42","36","36","43","36","37","43","37","39","42","38","41","41","39","42","40","41","42","39","42"
"42","37","42","42","36","42","41","36","42","40","36","41","36","41","9","37","39","8","40","39","7","41","38","43","37","43","37","8","42","37","40","39","35","37","38","38","39","41","38","36"
"42","42","38","42","37","38","43","37","38","43","38","39","42","38","41","41","39","42","41","41","42","40","43","42","37","42","39","42","39","40","37","35","41","33","3","38","32","2","38","33"
"5","38","34","36","37","36","39","38","35","38","7","36","37","36","37","5","42","39","42","38","8","43","38","9","43","38","39","43","39","41","42","40","43","42","41","44","41","43","44","40"
"44","44","40","44","44","39","44","44","38","44","42","38","43","41","38","42","41","39","41","40","41","40","38","42","39","37","44","38","38","44","38","39","44","38","40","43","39","41","43","40"
"43","42","41","44","41","43","44","40","43","43","40","43","42","38","42","35","40","9","35","39","37","35","38","37","35","37","36","36","37","5","39","37","40","35","5","41","35","5","41","35"
"40","35","7","40","36","40","38","38","36","41","40","35","41","0","35","40","35","39","36","39","38","37","39","37","38","38","36","40","37","4","41","36","4","41","35","42","35","42","36","36"
"42","36","38","41","36","40","41","38","41","40","39","41","39","41","42","38","41","42","38","42","42","36","42","41","36","41","40","36","41","39","36","40","39","36","39","38","37","39","38","38"
"37","40","39","42","38","37","43","37","37","43","38","38","43","37","38","43","38","39","42","38","40","41","39","42","41","40","43","40","41","42","39","42","42","40","42","41","37","41","40","34"
"39","38","33","38","36","33","34","2","30","29","26","24","26","27","27","32","31","33","29","-12","30","32","29","26","31","32","31","29","31","31","31","32","31","32","33","31","33","33","31","33"
"32","31","31","32","31","31","33","33","32","33","33","33","34","34","33","34","33","34","35","33","35","34","34","34","33","35","35","35","35","4","35","35","33","36","36","35","36","36","35","36"
"36","34","36","35","33","36","35","33","36","34","33","36","34","33","36","39","34","39","37","34","39","38","34","39","38","35","39","38","35","39","38","34","39","38","34","39","38","34","38","38"
"34","39","38","34","39","38","34","39","38","35","40","39","36","41","40","36","40","40","36","41","37","40","40","37","40","37","40","0","37","40","40","37","39","39","37","38","40","37","37","38"
"36","38","36","38","36","36","38","35","35","38","34","35","38","34","34","38","34","34","38","34","34","38","33","34","38","34","34","38","34","34","38","34","34","38","35","34","38","35","34","37"
"36","36","36","35","35","36","36","35","36","36","35","37","36","35","37","36","35","37","36","35","37","36","34","37","37","34","37","37","34","38","37","34","38","37","34","39","8","34","39","38"
"34","39","38","35","39","38","35","39","39","36","40","36","39","40","36","36","41","40","38","39","37","37","37","37","37","39","37","36","39","38","36","37","39","38","36","40","36","36","40","39"
"35","36","40","35","40","35","39","9","35","40","9","36","40","9","37","40","40","36","40","0","37","39","0","37","38","38","37","37","36","37","36","37","35","36","38","35","36","39","35","36"
"40","35","36","40","35","35","40","35","34","39","39","35","35","40","39","36","36","41","37","40","0","37","38","39","38","41","42","39","43","42","37","40","37","32","36","34","30","35","34","30"
"34","33","29","34","33","31","34","31","33","33","32","33","32","32","33","2","32","33","32","34","33","35","33","36","32","1","36","31","0","36","31","1","36","31","2","37","32","37","32","34"
"34","39","36","36","41","37","37","42","37","38","42","37","38","41","37","37","41","36","8","40","36","39","36","8","38","36","9","37","37","9","37","38","37","39","37","40","39","36","39","39"
"36","39","9","35","39","9","34","39","38","34","39","37","34","38","37","33","38","37","33","37","36","33","37","35","33","36","35","33","36","35","33","36","35","34","35","34","35","35","34","35"
"35","3","36","34","2","36","34","37","33","2","37","33","2","38","33","2","38","32","38","32","38","33","3","38","32","38","32","3","38","32","3","37","32","37","31","2","37","32","3","37"
"32","4","37","33","34","36","32","36","33","37","35","38","36","38","36","9","38","36","39","37","36","8","34","35","36","33","35","36","33","35","34","31","33","33","29","33","32","29","32","28"
"33","29","35","30","36","5","32","37","36","32","33","34","37","32","37","6","32","36","35","33","36","35","33","36","35","33","35","34","34","35","34","34","36","34","36","35","34","37","35","33"
"38","34","33","38","33","3","38","33","3","39","33","39","38","34","38","33","3","38","33","33","39","33","33","38","33","3","38","32","34","37","33","34","37","33","35","37","34","36","37","35"
"37","37","35","38","37","35","38","36","36","38","35","36","38","35","37","38","34","38","38","35","38","35","38","38","34","38","38","33","38","38","33","38","7","33","38","37","33","38","37","33"
"38","36","33","37","6","33","38","36","33","37","36","33","37","36","33","37","36","34","37","36","34","36","36","34","36","35","34","36","35","35","36","35","35","36","35","35","36","34","35","36"
"4","36","35","34","36","35","3","37","35","37","34","34","38","34","3","38","34","3","38","33","3","39","33","39","33","33","38","33","33","39","33","34","39","34","35","39","34","34","39","34"
"35","39","34","35","39","35","36","39","35","37","38","35","37","38","36","38","38","36","39","38","36","40","37","38","39","37","38","40","37","39","40","37","39","40","36","40","40","36","40","40"
"36","40","40","35","41","40","35","41","39","35","39","37","33","37","36","32","36","34","32","37","37","34","39","39","37","39","37","36","38","36","36","38","37","37","38","36","38","37","6","39"
"37","36","41","37","36","41","36","36","41","36","36","41","35","36","41","35","40","34","5","39","35","38","35","37","38","39","35","38","37","35","38","37","35","37","37","35","36","35","35","36"
"5","35","35","36","34","3","37","34","3","38","34","4","39","34","4","40","34","4","39","35","5","39","34","5","39","35","5","39","35","6","38","35","38","36","38","38","36","39","36","37"
"39","36","38","36","38","34","38","38","34","38","38","33","37","35","30","32","25","29","29","23","21","27","24","21","26","21","25","22","23","20","25","20","20","24","23","20","24","20","21","24"
"20","24","23","20","23","24","21","23","21","23","21","20","22","22","22","24","21","19","24","21","25","24","19","20","25","20","25","24","20","21","25","20","25","23","21","23","24","21","25","23"
"23","22","23","21","25","25","21","25","21","20","25","23","20","24","20","25","22","20","25","21","25","25","20","21","25","20","25","24","20","23","23","20","23","22","24","25","21","25","21","19"
"25","23","19","24","19","20","23","23","20","24","23","22","25","22","22","22","21","25","25","21","25","21","21","25","23","20","25","20","21","24","20","24","23","22","25","23","23","23","22","20"
"24","22","21","24","22","22","22","21","25","24","20","25","20","21","24","23","21","24","23","21","24","23","24","26","21","25","24","21","24","22","21","20","19","25","21","25","35","33","35","39"
"37","37","42","43","46","47","47","46","49","46","44","47","47","43","41","46","44","40","41","44","43","40","41","41","41","40","42","40","43","41","39","41","40","39","40","39","39","40","39","40"
"40","38","41","39","38","42","39","37","42","46","47","44","46","44","42","47","43","42","45","44","47","44","45","46","44","46","45","42","48","42","48","47","41","47","42","48","42","44","47","42"
"45","46","43","47","46","42","45","44","43","47","44","47","45","43","45","44","43","46","44","47","45","43","45","43","43","46","44","46","44","41","42","41","41","43","42","44","42","43","43","41"
"42","43","39","42","43","39","43","43","38","42","41","35","41","41","35","41","41","35","42","40","36","42","40","37","42","41","38","42","40","39","41","40","39","40","39","41","40","38","42","39"
"37","43","38","37","43","38","38","44","38","38","44","38","38","44","38","39","44","39","40","45","39","40","45","38","41","43","39","42","43","39","42","41","40","42","40","42","43","40","43","44"
"39","43","43","39","43","43","38","43","43","37","43","43","37","44","43","37","43","42","37","43","41","37","42","40","38","41","39","38","40","39","39","40","38","40","40","38","41","39","37","43"
"38","37","42","37","37","43","37","37","43","36","37","43","37","38","43","37","38","43","37","39","43","38","41","42","39","42","42","40","43","41","41","42","40","42","43","39","43","43","39","43"
"43","38","43","42","37","43","42","36","43","41","36","42","41","36","41","40","36","41","39","37","40","39","38","39","38","39","39","36","41","38","36","42","37","35","42","36","36","42","36","36"
"42","35","36","43","36","38","42","37","39","42","37","40","41","38","41","40","39","42","40","41","42","39","41","42","38","42","42","38","42","42","36","42","41","35","42","41","35","42","41","36"
"41","40","36","41","39","37","40","39","38","40","38","40","39","38","42","39","38","44","39","39","45","39","39","45","39","41","46","39","40","46","40","41","44","40","43","45","41","45","44","43"
"46","43","45","46","43","46","46","42","46","46","42","46","46","41","46","45","40","45","44","39","44","42","37","43","42","38","43","41","38","42","40","38","41","40","39","41","39","42","41","39"
"44","42","40","46","41","39","46","40","39","46","-16","35","26","30","34","38","36","36","36","32","31","36","37","34","32","33","37","35","43","37","37","44","38","36","42","40","39","44","41","37"
"38","36","41","35","41","38","37","44","43","39","39","44","42","39","43","34","38","37","36","34","36","39","33","40","38","40","39","38","41","36","36","40","41","35","40","38","38","36","37","42"
"36","43","39","41","40","38","38","42","40","36","43","38","37","42","42","39","37","42","37","43","38","42","43","39","38","39","42","37","37","43","42","37","42","39","39","41","43","40","40","40"
